20,31,2,17,0,0,Bronx
10,54,6,38,0,4,Bronx
2,64,7,36,0,1,Bronx
24,52,8,28,12,1,Bronx
29,28,3,19,0,0,Bronx
16,45,3,34,0,1,Bronx
17,39,5,36,0,3,Bronx
27,36,3,28,0,1,Bronx
23,33,3,40,0,3,Bronx
8,47,6,39,16,1,Bronx
26,49,5,39,0,3,Bronx
29,35,2,16,0,0,Bronx
13,45,5,27,0,0,Bronx
6,58,5,26,0,0,Bronx
21,57,6,40,0,3,Bronx
27,40,6,25,9,0,Bronx
32,30,2,14,0,1,Bronx
24,27,3,42,0,1,Bronx
30,34,3,21,0,0,Bronx
33,29,2,18,0,1,Bronx
26,31,2,30,0,1,Bronx
12,54,11,61,21,4,Bronx
7,72,14,50,0,6,Bronx
21,77,15,61,0,7,Bronx
31,35,5,31,0,0,Bronx
17,29,3,22,0,1,Bronx
20,33,3,25,0,1,Bronx
32,22,2,18,3,1,Bronx
31,29,2,23,0,1,Bronx
23,35,5,38,0,1,Bronx
11,42,7,43,0,1,Bronx
11,70,6,40,0,1,Bronx
21,57,3,28,0,0,Bronx
25,47,8,49,15,3,Bronx
19,59,9,46,0,3,Bronx
26,25,7,23,0,1,Bronx
22,32,3,22,0,0,Bronx
29,25,3,31,0,0,Bronx
30,39,3,32,0,1,Bronx
25,50,5,42,12,1,Bronx
19,43,5,32,0,1,Bronx
27,35,6,34,0,1,Bronx
30,45,3,28,0,1,Bronx
25,40,6,45,0,1,Bronx
30,26,3,15,0,1,Bronx
21,25,3,26,8,1,Bronx
18,52,7,46,0,3,Bronx
33,49,7,31,0,3,Bronx
28,51,3,32,0,1,Bronx
34,32,3,30,0,1,Bronx
31,20,2,17,0,1,Bronx
33,22,3,29,6,1,Bronx
31,44,5,42,0,3,Bronx
35,54,6,51,0,4,Bronx
29,69,11,60,0,6,Bronx
23,54,5,44,0,3,Bronx
36,33,3,30,0,0,Bronx
33,16,2,21,5,0,Bronx
31,33,3,22,0,1,Bronx
32,26,3,16,0,0,Bronx
36,31,3,42,0,1,Bronx
31,55,5,48,0,1,Bronx
26,54,5,35,0,1,Bronx
34,29,3,21,6,0,Bronx
32,28,2,26,0,1,Bronx
29,35,3,39,0,0,Bronx
37,20,2,17,0,1,Bronx
33,26,3,23,0,1,Bronx
35,45,6,41,0,3,Bronx
29,45,5,35,0,1,Bronx
30,25,3,42,0,1,Bronx
28,43,6,56,0,1,Bronx
38,29,3,36,0,0,Bronx
35,19,2,13,0,0,Bronx
37,18,2,20,0,1,Bronx
34,23,2,21,0,0,Bronx
28,33,3,34,0,0,Bronx
33,36,2,25,0,3,Bronx
33,24,3,30,0,0,Bronx
34,52,6,37,0,1,Bronx
38,17,2,10,0,0,Bronx
38,25,2,15,0,0,Bronx
33,20,3,17,0,1,Bronx
36,15,2,23,0,1,Bronx
33,28,2,14,0,0,Bronx
32,36,3,36,0,1,Bronx
43,28,3,45,0,1,Bronx
41,23,3,16,0,0,Bronx
40,13,2,9,0,0,Bronx
30,35,3,27,0,0,Bronx
36,19,3,17,0,1,Bronx
40,23,2,16,0,1,Bronx
38,14,2,12,0,0,Bronx
31,9,2,9,0,1,Bronx
35,13,2,18,0,0,Bronx
25,50,3,35,0,1,Bronx
39,24,3,19,0,1,Bronx
45,26,2,31,0,1,Bronx
35,50,3,31,0,0,Bronx
40,28,2,35,0,0,Bronx
33,15,2,11,0,0,Bronx
41,22,2,22,0,0,Bronx
44,36,5,41,0,0,Bronx
41,34,2,13,0,0,Bronx
42,20,2,21,0,0,Bronx
42,27,2,18,0,1,Bronx
38,23,2,14,0,0,Bronx
40,41,2,22,0,0,Bronx
39,27,2,20,0,0,Bronx
47,38,3,27,0,0,Bronx
37,21,2,42,0,3,Bronx
35,28,3,28,0,1,Bronx
37,18,2,14,0,0,Bronx
31,40,2,25,0,1,Bronx
31,28,2,27,0,0,Bronx
42,35,5,38,0,3,Bronx
39,24,2,14,0,0,Bronx
32,8,2,13,0,1,Bronx
40,22,2,29,0,0,Bronx
39,33,2,30,0,0,Bronx
42,41,1,25,0,0,Bronx
41,23,2,29,0,0,Bronx
37,19,2,13,0,0,Bronx
47,33,2,20,0,0,Bronx
41,19,3,29,0,0,Bronx
42,18,2,24,0,0,Bronx
33,24,2,23,0,0,Bronx
42,20,2,20,0,0,Bronx
34,23,2,19,0,0,Bronx
26,11,2,11,0,0,Bronx
43,24,2,14,0,0,Bronx
34,20,2,36,0,1,Bronx
43,18,1,11,0,0,Bronx
43,23,2,40,0,0,Bronx
47,30,3,42,0,1,Bronx
64,51,3,25,0,0,Bronx
42,19,2,27,0,0,Bronx
44,17,2,9,0,0,Bronx
44,19,1,17,0,1,Bronx
40,22,1,13,0,3,Bronx
39,18,1,15,0,1,Bronx
35,33,2,25,0,6,Bronx
36,36,5,32,0,1,Bronx
34,24,1,17,0,0,Bronx
36,31,2,11,0,0,Bronx
29,30,2,27,0,0,Bronx
27,42,3,29,0,0,Bronx
29,20,2,19,0,0,Bronx
19,30,2,19,0,0,Bronx
22,34,2,19,0,0,Bronx
40,23,2,21,0,0,Bronx
31,12,1,5,0,0,Bronx
37,15,2,30,0,0,Bronx
46,27,3,32,0,0,Bronx
44,38,3,23,0,0,Bronx
77,44,3,39,0,0,Bronx
34,48,3,25,0,0,Bronx
51,42,3,26,0,0,Bronx
35,17,2,10,0,0,Bronx
32,20,2,32,0,0,Bronx
108,35,2,25,0,1,Bronx
50,50,2,16,0,0,Bronx
27,49,3,29,0,0,Bronx
48,25,3,16,0,0,Bronx
37,13,2,5,0,0,Bronx
37,14,1,11,0,0,Bronx
38,23,3,17,0,3,Bronx
37,24,2,19,0,3,Bronx
31,20,1,16,0,0,Bronx
20,25,2,15,0,0,Bronx
38,30,2,24,0,0,Bronx
47,52,3,27,0,0,Bronx
43,36,3,23,0,0,Bronx
80,30,2,24,0,0,Bronx
51,53,2,29,0,0,Bronx
44,41,2,18,0,0,Bronx
80,33,2,19,0,0,Bronx
54,38,2,27,0,1,Bronx
44,51,3,30,0,1,Bronx
67,51,5,22,0,1,Bronx
35,36,3,15,0,0,Bronx
35,25,2,16,0,0,Bronx
45,32,3,25,0,0,Bronx
38,43,2,31,0,0,Bronx
43,59,3,13,0,0,Bronx
39,75,2,10,0,1,Bronx
47,62,3,36,0,0,Bronx
71,55,6,38,0,1,Bronx
34,43,3,16,0,0,Bronx
33,49,2,20,0,0,Bronx
36,41,2,22,0,1,Bronx
19,23,2,8,0,0,Bronx
34,35,3,22,0,0,Bronx
38,31,3,10,0,0,Bronx
43,29,2,13,0,0,Bronx
30,24,2,10,0,0,Bronx
40,29,2,14,0,0,Bronx
28,22,1,10,0,0,Bronx
44,38,2,15,0,0,Bronx
77,45,3,23,0,0,Bronx
100,58,5,18,0,1,Bronx
58,48,3,17,0,0,Bronx
74,20,2,20,0,0,Bronx
97,38,3,31,0,0,Bronx
54,37,3,20,0,0,Bronx
35,31,3,24,0,0,Bronx
87,46,5,28,0,0,Bronx
51,41,3,17,0,0,Bronx
80,52,2,19,0,1,Bronx
47,45,2,17,0,1,Bronx
64,46,3,28,0,1,Bronx
97,45,3,25,0,4,Bronx
44,38,3,31,0,0,Bronx
58,44,8,47,0,0,Bronx
39,47,2,12,0,0,Bronx
49,33,2,26,0,0,Bronx
27,38,2,19,0,0,Bronx
54,35,3,21,0,0,Bronx
80,47,7,32,0,1,Bronx
54,49,7,33,16,0,Bronx
44,34,6,14,0,0,Bronx
64,45,3,20,0,0,Bronx
100,58,3,25,0,0,Bronx
44,54,3,23,0,0,Bronx
71,60,7,42,0,0,Bronx
37,45,7,33,14,1,Bronx
44,50,5,14,0,0,Bronx
33,49,3,9,0,0,Bronx
21,35,2,6,0,0,Bronx
42,38,2,31,0,0,Bronx
39,28,3,30,0,1,Bronx
26,37,5,42,13,0,Bronx
43,22,5,22,0,0,Bronx
58,41,3,20,0,0,Bronx
47,51,3,16,0,0,Bronx
41,43,3,19,0,1,Bronx
58,33,3,20,0,0,Bronx
49,43,2,18,14,0,Bronx
28,16,2,10,0,0,Bronx
49,42,3,26,0,0,Bronx
42,45,3,25,0,0,Bronx
27,29,3,18,0,0,Bronx
27,15,2,11,0,0,Bronx
28,17,2,15,8,0,Bronx
27,20,2,23,0,0,Bronx
25,34,2,21,0,0,Bronx
48,31,3,21,0,0,Bronx
39,31,3,18,0,0,Bronx
36,20,3,14,0,0,Bronx
61,32,2,15,14,0,Bronx
35,20,3,17,0,0,Bronx
38,26,3,27,0,0,Bronx
35,35,2,27,0,0,Bronx
19,20,3,24,0,0,Bronx
26,27,3,24,0,0,Bronx
27,21,2,9,11,1,Bronx
28,30,2,11,0,1,Bronx
27,22,2,13,0,0,Bronx
26,16,2,19,0,0,Bronx
28,25,2,29,0,0,Bronx
26,29,3,25,0,0,Bronx
26,30,3,8,11,0,Bronx
28,16,2,12,0,0,Bronx
27,15,2,14,0,0,Bronx
27,18,3,23,0,0,Bronx
31,19,3,20,0,0,Bronx
43,44,2,29,0,0,Bronx
31,58,6,43,29,0,Bronx
44,76,9,43,0,1,Bronx
37,55,6,25,0,1,Bronx
34,35,2,18,0,0,Bronx
30,31,2,16,0,0,Bronx
22,35,2,20,0,0,Bronx
30,19,3,14,6,0,Bronx
29,28,3,20,0,0,Bronx
28,21,3,20,0,0,Bronx
28,20,3,20,0,0,Bronx
31,21,0,19,0,0,Bronx
32,25,0,22,0,3,Bronx
38,39,0,41,14,0,Bronx
38,39,0,23,0,0,Bronx
25,15,0,13,0,0,Bronx
30,23,0,23,0,3,Bronx
25,36,0,21,0,0,Bronx
26,42,0,11,0,0,Bronx
25,18,0,11,5,0,Bronx
20,12,0,11,0,0,Bronx
29,28,5,40,0,1,Bronx
43,37,6,40,0,1,Bronx
25,20,2,27,0,0,Bronx
28,25,8,36,0,1,Bronx
30,40,13,34,13,1,Bronx
30,33,6,30,0,3,Bronx
19,37,5,35,0,0,Bronx
21,33,5,23,0,0,Bronx
13,60,7,34,0,0,Bronx
28,39,6,27,0,0,Bronx
19,26,2,17,8,0,Bronx
21,19,2,16,0,0,Bronx
18,32,3,24,0,1,Bronx
15,27,5,24,0,0,Bronx
9,28,6,22,0,1,Bronx
23,16,5,20,0,0,Bronx
19,19,3,22,3,0,Bronx
24,34,3,23,0,1,Bronx
26,24,2,18,0,0,Bronx
28,18,2,17,0,0,Bronx
23,30,3,21,0,1,Bronx
27,44,5,34,0,14,Bronx
26,44,7,49,18,1,Bronx
21,52,7,44,0,1,Bronx
37,63,6,37,0,3,Bronx
35,83,14,74,0,4,Bronx
24,88,17,73,0,4,Bronx
21,53,8,37,0,1,Bronx
9,30,5,28,12,0,Bronx
19,22,3,22,0,1,Bronx
11,23,5,23,0,0,Bronx
28,34,5,25,0,1,Bronx
37,35,5,29,0,3,Bronx
28,20,5,31,0,1,Bronx
30,23,5,32,6,1,Bronx
29,17,2,14,0,1,Bronx
21,28,3,35,0,4,Bronx
15,48,5,42,0,1,Bronx
28,52,5,35,0,3,Bronx
26,32,2,16,0,0,Bronx
26,26,2,23,6,0,Bronx
25,26,5,28,0,1,Bronx
20,35,5,38,0,3,Bronx
24,36,6,34,0,1,Bronx
21,28,5,28,0,3,Bronx
22,28,3,25,0,3,Bronx
19,43,5,36,8,3,Bronx
32,45,5,35,0,0,Bronx
17,26,3,25,0,1,Bronx
18,22,2,19,0,3,Bronx
14,39,5,32,0,3,Bronx
7,38,5,31,6,0,Bronx
21,29,5,33,0,0,Bronx
27,18,2,14,0,1,Bronx
25,23,3,30,0,1,Bronx
21,20,2,17,0,3,Bronx
10,45,3,31,0,1,Bronx
22,44,5,34,25,6,Bronx
17,65,13,45,0,1,Bronx
15,68,13,40,0,0,Bronx
23,56,6,28,0,1,Bronx
21,26,3,24,0,1,Bronx
22,23,2,18,0,0,Bronx
25,23,2,24,4,3,Bronx
24,26,2,22,0,3,Bronx
20,35,3,30,0,3,Bronx
16,56,8,47,0,3,Bronx
5,64,9,42,0,3,Bronx
6,77,8,38,0,1,Bronx
27,66,7,31,10,1,Bronx
21,32,3,31,0,1,Bronx
33,46,5,38,0,0,Bronx
35,42,2,9,0,1,Bronx
19,38,3,12,0,3,Bronx
19,49,5,35,0,1,Bronx
23,48,6,40,5,1,Bronx
30,27,5,17,0,3,Bronx
20,28,5,40,0,1,Bronx
19,42,5,29,0,0,Bronx
21,36,2,0,0,0,New York
12,56,13,0,0,0,New York
1,62,13,0,0,0,New York
24,55,8,0,13,0,New York
27,37,3,0,0,0,New York
15,47,3,0,0,0,New York
12,43,6,0,0,0,New York
28,47,3,0,0,0,New York
22,43,3,0,0,0,New York
11,50,5,0,17,0,New York
28,49,5,0,0,0,New York
28,40,3,0,0,0,New York
13,49,5,0,0,0,New York
4,53,6,0,0,0,New York
20,55,6,0,0,0,New York
26,43,5,0,12,0,New York
30,37,2,0,0,0,New York
23,26,5,0,0,0,New York
29,40,3,0,0,0,New York
30,30,2,0,0,0,New York
26,35,2,0,0,0,New York
12,49,9,0,22,0,New York
6,67,16,0,0,0,New York
19,66,13,0,0,0,New York
26,30,6,0,0,0,New York
17,29,7,0,0,0,New York
19,35,9,0,0,0,New York
29,30,2,0,5,0,New York
29,28,2,0,0,0,New York
22,37,5,0,0,0,New York
6,54,7,0,0,0,New York
8,50,6,0,0,0,New York
20,44,8,0,0,0,New York
21,52,9,0,19,0,New York
18,61,17,0,0,0,New York
22,23,11,0,0,0,New York
16,32,5,0,0,0,New York
29,30,5,0,0,0,New York
29,47,6,0,0,0,New York
25,46,7,0,13,0,New York
24,39,10,0,0,0,New York
25,36,10,0,0,0,New York
26,40,5,0,0,0,New York
23,34,6,0,0,0,New York
29,34,3,0,0,0,New York
19,52,5,0,10,0,New York
16,45,8,0,0,0,New York
31,43,7,0,0,0,New York
23,53,5,0,0,0,New York
31,34,5,0,0,0,New York
31,28,2,0,0,0,New York
31,41,7,0,7,0,New York
26,39,8,0,0,0,New York
31,48,10,0,0,0,New York
24,61,10,0,0,0,New York
22,45,9,0,0,0,New York
31,27,5,0,0,0,New York
33,33,3,0,6,0,New York
31,30,3,0,0,0,New York
31,30,3,0,0,0,New York
35,30,5,0,0,0,New York
31,54,7,0,0,0,New York
29,49,6,0,0,0,New York
35,26,5,0,7,0,New York
30,27,3,0,0,0,New York
27,23,5,0,0,0,New York
34,22,2,0,0,0,New York
31,27,8,0,0,0,New York
34,48,13,0,0,0,New York
28,48,5,0,0,0,New York
28,24,5,0,0,0,New York
19,35,6,0,0,0,New York
38,23,3,0,0,0,New York
32,22,2,0,0,0,New York
35,18,2,0,0,0,New York
31,21,2,0,0,0,New York
24,27,3,0,0,0,New York
31,26,2,0,0,0,New York
26,18,3,0,0,0,New York
34,40,6,0,0,0,New York
36,19,2,0,0,0,New York
36,25,2,0,0,0,New York
29,11,2,0,0,0,New York
34,18,2,0,0,0,New York
31,23,3,0,0,0,New York
31,28,3,0,0,0,New York
39,26,3,0,0,0,New York
38,22,3,0,0,0,New York
38,10,2,0,0,0,New York
26,22,5,0,0,0,New York
32,9,3,0,0,0,New York
38,17,2,0,0,0,New York
35,13,2,0,0,0,New York
28,12,2,0,0,0,New York
33,13,2,0,0,0,New York
24,39,5,0,0,0,New York
37,18,5,0,0,0,New York
43,22,3,0,0,0,New York
34,35,5,0,0,0,New York
40,18,3,0,0,0,New York
33,17,2,0,0,0,New York
40,19,2,0,0,0,New York
42,35,5,0,0,0,New York
40,21,2,0,0,0,New York
40,22,2,0,0,0,New York
40,20,2,0,0,0,New York
37,23,2,0,0,0,New York
38,25,3,0,0,0,New York
33,16,5,0,0,0,New York
46,31,5,0,0,0,New York
37,20,3,0,0,0,New York
35,23,3,0,0,0,New York
36,19,2,0,0,0,New York
30,29,3,0,0,0,New York
27,20,3,0,0,0,New York
41,28,3,0,0,0,New York
36,13,2,0,0,0,New York
32,6,2,0,0,0,New York
37,19,3,0,0,0,New York
35,23,5,0,0,0,New York
40,22,2,0,0,0,New York
40,9,2,0,0,0,New York
37,20,2,0,0,0,New York
46,29,3,0,0,0,New York
40,12,3,0,0,0,New York
42,0,2,0,0,0,New York
30,17,2,0,0,0,New York
41,13,3,0,0,0,New York
32,15,3,0,0,0,New York
27,0,2,0,0,0,New York
42,13,2,0,0,0,New York
31,15,2,0,0,0,New York
41,8,2,0,0,0,New York
44,19,2,0,0,0,New York
58,38,5,0,0,0,New York
41,0,3,0,0,0,New York
43,8,2,0,0,0,New York
43,8,2,0,0,0,New York
39,14,2,0,0,0,New York
39,7,2,0,0,0,New York
33,23,2,0,0,0,New York
34,22,2,0,0,0,New York
33,12,3,0,0,0,New York
36,22,2,0,0,0,New York
30,19,2,0,0,0,New York
25,0,3,0,0,0,New York
26,11,5,0,0,0,New York
19,13,3,0,0,0,New York
23,18,2,0,0,0,New York
40,11,3,0,0,0,New York
30,0,2,0,0,0,New York
36,0,2,0,0,0,New York
44,18,2,0,0,0,New York
43,32,3,0,0,0,New York
67,32,2,0,0,0,New York
35,30,3,0,0,0,New York
48,15,3,0,0,0,New York
33,0,3,0,0,0,New York
32,8,1,0,0,0,New York
97,33,2,0,0,0,New York
44,29,2,0,0,0,New York
27,32,2,0,0,0,New York
48,0,3,0,0,0,New York
38,0,2,0,0,0,New York
38,8,2,0,0,0,New York
37,14,2,0,0,0,New York
39,12,2,0,0,0,New York
31,0,2,0,0,0,New York
38,15,2,0,0,0,New York
48,28,2,0,0,0,New York
40,28,2,0,0,0,New York
74,18,3,0,0,0,New York
51,32,3,0,0,0,New York
43,0,2,0,0,0,New York
80,22,2,0,0,0,New York
54,25,2,0,0,0,New York
41,38,2,0,0,0,New York
64,38,2,0,0,0,New York
37,18,2,0,0,0,New York
36,0,3,0,0,0,New York
45,18,3,0,0,0,New York
40,19,3,0,0,0,New York
43,39,3,0,0,0,New York
42,60,2,0,0,0,New York
46,60,3,0,0,0,New York
87,40,3,0,0,0,New York
35,22,5,0,0,0,New York
32,27,5,0,0,0,New York
31,25,2,0,0,0,New York
